"id","title","display_name","abstract","doi","publication_date","publication_year","fwci","cited_by_count","type","is_oa","is_oa_anywhere","oa_status","oa_url","any_repository_has_fulltext","source_display_name","source_id","issn_l","host_organization","host_organization_name","landing_page_url","pdf_url","license","version","referenced_works_count","is_paratext","is_retracted","language","first_page","last_page","volume","issue","oa_input"
"W2270226310","Partisan Politics and Federal Spending at the State Level","Partisan Politics and Federal Spending at the State Level",NA,"https://doi.org/10.2139/ssrn.2427299",2014-01-01,2014,NA,1,"article",TRUE,TRUE,"green","https://doi.org/10.2139/ssrn.2427299",TRUE,"SSRN Electronic Journal","https://openalex.org/S4210172589","1556-5068","https://openalex.org/I1318003438","RELX Group (Netherlands)","https://doi.org/10.2139/ssrn.2427299",NA,NA,"publishedVersion",52,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2287684751","References","References",NA,"https://doi.org/10.1017/cbo9780511610042.011",2003-09-08,2003,2.5068,1,"book-chapter",FALSE,FALSE,"closed",NA,FALSE,"Cambridge University Press eBooks","https://openalex.org/S4306462995",NA,"https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/cbo9780511610042.011",NA,NA,"publishedVersion",363,FALSE,FALSE,"en","333","362",NA,NA,FALSE
"W2289349938","Budget Rules, Parties, or Polarization? A Test of Competing Explanations as to the Causes of California's Budget Gridlock","Budget Rules, Parties, or Polarization? A Test of Competing Explanations as to the Causes of California's Budget Gridlock","During the summer of 2009, Californiaﾒs state government narrowly avoided a catastrophic collapse by reaching a budget deal to erase a $26 billion deficit out of a $92 billion budget. During the protracted stalemate, the state was forced to issue nearly 450,000 IOUs totaling over $2.5 billion simply to avoid insolvency. This budget deal came on the heels of the September 2008 budget debacle, which featured a record 85-day impasse that caused the state to operate without a budget for nearly one-fourth of the fiscal year. What is to blame for California's ongoing budget stalemate? Is it the Prop 13 requirement that all new taxes be approved by a 2/3 majority? Is it the increased partisanship in Sacramento and/or in the various California legislative districts? Is it the increased ideological polarization in Sacramento and/or in the state's legislative districts? In this paper, we will examine and test each of these claims. We will examine the legislative votes on passage for all budgets adopted since 1960 to determine if budgets prior to Prop 13 tended to nevertheless pass by more than a 2/3 majority. We will also examine the changing partisanship and ideological polarization both in Sacramento as well as in California's legislative districts. The results of this analysis should enable us to make some conclusions as to the causes of California's budget gridlock, and be instructive as to which solutions might be most helpful in solving this serious problem.",NA,2010-03-29,2010,1.0024,1,"article",TRUE,TRUE,"green","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1582297_code1458172.pdf?abstractid=1581051&mirid=1",TRUE,"SSRN Electronic Journal","https://openalex.org/S4210172589","1556-5068","https://openalex.org/I1318003438","RELX Group (Netherlands)","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1582297_code1458172.pdf?abstractid=1581051&mirid=1",NA,NA,"submittedVersion",15,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2397595702","The Rise of Partisan Rigidity: The Nature and Origins of Partisan Extremism in American Politics","The Rise of Partisan Rigidity: The Nature and Origins of Partisan Extremism in American Politics","University of Minnesota Ph.D. dissertation.January 2016. Major: Political Science. Advisor: Howard Lavine. 1 computer file (PDF); vii, 231 pages.",NA,2016-01-01,2016,NA,1,"dissertation",TRUE,TRUE,"green","http://hdl.handle.net/11299/178943",TRUE,"University of Minnesota Digital Conservancy (University of Minnesota)","https://openalex.org/S4306402521",NA,"https://openalex.org/I130238516","University of Minnesota","http://hdl.handle.net/11299/178943","http://hdl.handle.net/11299/178943",NA,"submittedVersion",84,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2461455480","Partilederdebatt i norske medier En innholdsanalyse av VG og Aftenposten","Partilederdebatt i norske medier En innholdsanalyse av VG og Aftenposten","Norske partiledervalg har tradisjonelt vært relativt lukkede og lite preget av åpen konkurranse. En selvstendig, kommersiell og konfliktorientert presse, samt en individualisering av politikken med et økt fokus på enkeltpolitikere, har bidratt til å endre politiske prosesser generelt og øke presset på partilederen over tid. Denne studien har som mål å undersøke i hvilken grad og på hvilken måte mediedekningen av partiledervalg har endret seg i perioden 1960 og frem til i dag, basert på en innholdsanalyse med 35 ledervalg og 1039 artikler i VG og Aftenposten. Resultatene demonstrerer en markant endring i både dekningens omfang og innhold. Lederdebattene har inntatt det offentlig rom med en kraftig økning i antall artikler, og en stadig tidligere omtale av debatt i forkant av faktiske lederskifter. Innholdsmessig har dekningen beveget seg fra saks- til spillorientering. Både konflikt- og personrammer har vært i økning, i stadig mer negativt vinklede artikler om ledervalg.",NA,2013-01-01,2013,NA,1,"dissertation",TRUE,TRUE,"green","http://hdl.handle.net/10852/36968",TRUE,"Duo Research Archive (University of Oslo)","https://openalex.org/S4306401716",NA,"https://openalex.org/I184942183","University of Oslo","http://hdl.handle.net/10852/36968","http://hdl.handle.net/10852/36968","other-oa","submittedVersion",32,FALSE,FALSE,"no",NA,NA,NA,NA,FALSE
"W2477529019","The Dynamics of Party Identification","The Dynamics of Party Identification","Abstract Addresses important theoretical questions that arise from analyses in Chs 3 and 4 documenting that party identification is a powerful predictor of electoral preference. According to sociological models, party identification is a long-term, stable, affective orientation, whereas for models in the individual rationality framework, party identification is a summary, potentially mutable, tally of current and past party performance evaluations. Analyses of individual-level panel data show that, since the early 1960s, there has been considerable individual-level instability in party identification in Britain, and that this instability is not simply an artefact of random measurement error. Analyses of panel data and aggregate-level time series data also reveal that partisan dynamics reflect judgements about party leader performance and economic evaluations–key variables in the valence politics model of party support.","https://doi.org/10.1093/019924488x.003.0006",2004-03-25,2004,0,1,"book-chapter",FALSE,FALSE,"closed",NA,FALSE,NA,NA,NA,NA,NA,"https://doi.org/10.1093/019924488x.003.0006",NA,NA,"publishedVersion",264,FALSE,FALSE,"en","175","216",NA,NA,FALSE
"W2492962068","Changing Citizen Orientations","Changing Citizen Orientations","Abstract This chapter assembles an array of cross-national public opinion data to track the decline in political trust in advanced industrial democracies. Contemporary publics are less trustful of politicians, political parties, and political institutions. However, support for democratic values has increased over time, and support for the nation and political community remain strong.","https://doi.org/10.1093/acprof:oso/9780199268436.003.0002",2004-03-18,2004,3.4704,1,"book-chapter",FALSE,FALSE,"closed",NA,FALSE,NA,NA,NA,NA,NA,"https://doi.org/10.1093/acprof:oso/9780199268436.003.0002",NA,NA,"publishedVersion",177,FALSE,FALSE,"en","21","54",NA,NA,FALSE
"W2528972342","An Electoral Model of Political Dynasties","An Electoral Model of Political Dynasties",NA,"https://doi.org/10.2139/ssrn.2844004",2016-01-01,2016,NA,1,"article",TRUE,TRUE,"green","https://doi.org/10.2139/ssrn.2844004",TRUE,"SSRN Electronic Journal","https://openalex.org/S4210172589","1556-5068","https://openalex.org/I1318003438","RELX Group (Netherlands)","https://doi.org/10.2139/ssrn.2844004",NA,NA,"publishedVersion",48,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2791006253","Two Political Worlds? Reconsidering Vertical Party Integration In Canada: Evidence From Ontario","Two Political Worlds? Reconsidering Vertical Party Integration In Canada: Evidence From Ontario","The accepted view of contemporary federal-provincial party relations in Canada is one of independence, distance, and separation. Rather than creating vertical linkages that bridge the federal and provincial jurisdictions, parties are said to have created ""two political worlds"", each separate and distinct from the other. The primary purpose of this study is to challenge, or at the very least question, this conventional wisdom about Canadian politics: do parties truly inhabit two political worlds? This is particularly relevant given that there has been very little research on the subject of party integration in the last two decades.","https://doi.org/10.22215/etd/2015-11069",2015-01-01,2015,NA,1,"dissertation",TRUE,TRUE,"gold","http://repository.library.carleton.ca/downloads/m326m241m",NA,NA,NA,NA,NA,NA,"https://doi.org/10.22215/etd/2015-11069","http://repository.library.carleton.ca/downloads/m326m241m",NA,"publishedVersion",158,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2793542498","Política ministerial: as emendas individuais orçamentárias no presidencialismo de coalizão brasileiro","Política ministerial: as emendas individuais orçamentárias no presidencialismo de coalizão brasileiro","The literature on the decision-making process in the Brazilian Congress asserts that partisanship is the main factor organizing the legislative arena. Brazilian legislators are rarely able to act individually (i.e. without the support and authorization of their party leaders). However, in spite of this agreement on the importance of the parties, part of the literature also states that members of congress have the ability to operate without suffering the constraints of political parties in amending the budget bill introduced by the Executive at this crucial moment of the legislative process. Individual interests should show up exactly at this crucial moment of the legislative process. Moreover, the budget-making process should configure an excellent opportunity for the Executive to negotiate with legislators in order to obtain support for its own policy agenda. By this argument parties are absent and legislators, as individuals, would come to the center of the stage. My work, however, goes against this perspective and seeks to show the reasons why even when one should expect individual behavior, political parties show their strength and importance.","https://doi.org/10.11606/d.8.2018.tde-01022018-123323",2018-02-01,2018,NA,1,"dissertation",TRUE,TRUE,"gold","https://teses.usp.br/teses/disponiveis/8/8131/tde-01022018-123323/publico/2017_JoyceHellenLuz_VCorr.pdf",TRUE,NA,NA,NA,NA,NA,"https://doi.org/10.11606/d.8.2018.tde-01022018-123323","https://teses.usp.br/teses/disponiveis/8/8131/tde-01022018-123323/publico/2017_JoyceHellenLuz_VCorr.pdf",NA,"publishedVersion",16,FALSE,FALSE,"pt",NA,NA,NA,NA,FALSE
"W2950510113","Cultural Values, Trust, and Benefit-Risk Perceptions of Hydraulic Fracturing: A Comparative Analysis of Policy Elites and the General Public","Cultural Values, Trust, and Benefit-Risk Perceptions of Hydraulic Fracturing: A Comparative Analysis of Policy Elites and the General Public",NA,"https://doi.org/10.2139/ssrn.2990439",2017-01-01,2017,NA,1,"article",TRUE,TRUE,"green","https://doi.org/10.2139/ssrn.2990439",TRUE,"SSRN Electronic Journal","https://openalex.org/S4210172589","1556-5068","https://openalex.org/I1318003438","RELX Group (Netherlands)","https://doi.org/10.2139/ssrn.2990439",NA,NA,"publishedVersion",72,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W3042194709","Political Parties in Turkey","Political Parties in Turkey","A summary is not available for this content so a preview has been provided. Please use the Get access link above for information on how to access this content.","https://doi.org/10.1017/9781108570725.010",2018-11-29,2018,NA,1,"other",FALSE,FALSE,"closed",NA,FALSE,NA,NA,NA,NA,NA,"https://doi.org/10.1017/9781108570725.010",NA,NA,"publishedVersion",208,FALSE,FALSE,"en","277","285",NA,NA,FALSE
"W3088021696","The Causes and Representative Consequences of Invalid Voting in Latin America","The Causes and Representative Consequences of Invalid Voting in Latin America",NA,NA,2016-12-12,2016,NA,1,"dissertation",FALSE,FALSE,"closed",NA,FALSE,NA,NA,NA,NA,NA,"https://ir.vanderbilt.edu/handle/1803/14668",NA,NA,NA,71,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W3124773632","Wired Voters: The Effects of Internet Use on Voters’ Electoral Uncertainty","Wired Voters: The Effects of Internet Use on Voters’ Electoral Uncertainty",NA,"https://doi.org/10.2139/ssrn.2131320",2012-01-01,2012,NA,1,"article",TRUE,TRUE,"green","https://doi.org/10.2139/ssrn.2131320",TRUE,"SSRN Electronic Journal","https://openalex.org/S4210172589","1556-5068","https://openalex.org/I1318003438","RELX Group (Netherlands)","https://doi.org/10.2139/ssrn.2131320",NA,NA,"publishedVersion",53,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
